legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
S. 30,"Tester, Jon [Sen.-D-MT-00]",Democratic,01/24/2023,118,MT
H.R. 9308,"Jacobs, Sara [Rep.-D-CA-53]",Democratic,11/16/2022,117,CA
H.R. 8982,"DelBene, Suzan K. [Rep.-D-WA-1]",Democratic,09/26/2022,117,WA
H.R. 8656,"Banks, Jim [Rep.-R-IN-3]",Republican,08/05/2022,117,IN
H.R. 8454,"Blumenauer, Earl [Rep.-D-OR-3]",Democratic,07/21/2022,117,OR
H.R. 8404,"Nadler, Jerrold [Rep.-D-NY-10]",Democratic,07/18/2022,117,NY
H.R. 8351,"Blumenauer, Earl [Rep.-D-OR-3]",Democratic,07/13/2022,117,OR
H.R. 8260,"Pappas, Chris [Rep.-D-NH-1]",Democratic,07/01/2022,117,NH
H.R. 8226,"Craig, Angie [Rep.-D-MN-2]",Democratic,06/24/2022,117,MN
H.R. 8203,"Doggett, Lloyd [Rep.-D-TX-35]",Democratic,06/23/2022,117,TX
H.R. 8026,"Omar, Ilhan [Rep.-D-MN-5]",Democratic,06/13/2022,117,MN
H.R. 8025,"Omar, Ilhan [Rep.-D-MN-5]",Democratic,06/13/2022,117,MN
H.R. 7939,"Levin, Mike [Rep.-D-CA-49]",Democratic,06/03/2022,117,CA
H.R. 7925,"Ruiz, Raul [Rep.-D-CA-36]",Democratic,05/31/2022,117,CA
H.R. 7903,"Stevens, Haley M. [Rep.-D-MI-11]",Democratic,05/27/2022,117,MI
H.R. 7846,"Luria, Elaine G. [Rep.-D-VA-2]",Democratic,05/19/2022,117,VA
H.R. 7791,"Hayes, Jahana [Rep.-D-CT-5]",Democratic,05/17/2022,117,CT
H.R. 7776,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,05/16/2022,117,OR
H.R. 7735,"Bost, Mike [Rep.-R-IL-12]",Republican,05/12/2022,117,IL
H.R. 7698,"Brownley, Julia [Rep.-D-CA-26]",Democratic,05/10/2022,117,CA
H.R. 7691,"DeLauro, Rosa L. [Rep.-D-CT-3]",Democratic,05/10/2022,117,CT
H.R. 7638,"Franklin, C. Scott [Rep.-R-FL-15]",Republican,04/29/2022,117,FL
H.R. 7535,"Khanna, Ro [Rep.-D-CA-17]",Democratic,04/18/2022,117,CA
H.R. 7519,"Levin, Andy [Rep.-D-MI-9]",Democratic,04/14/2022,117,MI
H.R. 7518,"Levin, Andy [Rep.-D-MI-9]",Democratic,04/14/2022,117,MI
H.R. 7514,"Kelly, Mike [Rep.-R-PA-16]",Republican,04/14/2022,117,PA
H.R. 7500,"Allred, Colin Z. [Rep.-D-TX-32]",Democratic,04/14/2022,117,TX
H.R. 7352,"Velazquez, Nydia M. [Rep.-D-NY-7]",Democratic,03/31/2022,117,NY
H.R. 7335,"Luria, Elaine G. [Rep.-D-VA-2]",Democratic,03/31/2022,117,VA
H.R. 7334,"Luetkemeyer, Blaine [Rep.-R-MO-3]",Republican,03/31/2022,117,MO
H.R. 7299,"Mrvan, Frank J. [Rep.-D-IN-1]",Democratic,03/30/2022,117,IN
H.R. 7181,"Jeffries, Hakeem S. [Rep.-D-NY-8]",Democratic,03/21/2022,117,NY
H.R. 7132,"Kuster, Ann M. [Rep.-D-NH-2]",Democratic,03/17/2022,117,NH
H.R. 7108,"Neal, Richard E. [Rep.-D-MA-1]",Democratic,03/17/2022,117,MA
H.R. 7077,"Torres, Ritchie [Rep.-D-NY-15]",Democratic,03/15/2022,117,NY
H.R. 6968,"Doggett, Lloyd [Rep.-D-TX-35]",Democratic,03/08/2022,117,TX
H.R. 6961,"Mrvan, Frank J. [Rep.-D-IN-1]",Democratic,03/07/2022,117,IN
H.R. 6943,"Trone, David J. [Rep.-D-MD-6]",Democratic,03/07/2022,117,MD
H.R. 6917,"Casten, Sean [Rep.-D-IL-6]",Democratic,03/03/2022,117,IL
H.R. 6899,"Hill, J. French [Rep.-R-AR-2]",Republican,03/02/2022,117,AR
H.R. 6863,"Cohen, Steve [Rep.-D-TN-9]",Democratic,02/28/2022,117,TN
H.R. 6833,"Craig, Angie [Rep.-D-MN-2]",Democratic,02/25/2022,117,MN
H.R. 6722,"McNerney, Jerry [Rep.-D-CA-9]",Democratic,02/15/2022,117,CA
H.R. 6630,"Kim, Young [Rep.-R-CA-39]",Republican,02/07/2022,117,CA
H.R. 6617,"DeLauro, Rosa L. [Rep.-D-CT-3]",Democratic,02/07/2022,117,CT
H.R. 6614,"Tlaib, Rashida [Rep.-D-MI-13]",Democratic,02/04/2022,117,MI
H.R. 6604,"Buchanan, Vern [Rep.-R-FL-16]",Republican,02/04/2022,117,FL
H.R. 6427,"Johnson, Mike [Rep.-R-LA-4]",Republican,01/19/2022,117,LA
H.R. 6386,"Krishnamoorthi, Raja [Rep.-D-IL-8]",Democratic,01/12/2022,117,IL
H.R. 6267,"Jones, Mondaire [Rep.-D-NY-17]",Democratic,12/14/2021,117,NY
H.R. 6256,"McGovern, James P. [Rep.-D-MA-2]",Democratic,12/14/2021,117,MA
H.R. 6221,"Fischbach, Michelle [Rep.-R-MN-7]",Republican,12/09/2021,117,MN
H.R. 6220,"Fischbach, Michelle [Rep.-R-MN-7]",Republican,12/09/2021,117,MN
H.R. 6218,"Emmer, Tom [Rep.-R-MN-6]",Republican,12/09/2021,117,MN
H.R. 6119,"DeLauro, Rosa L. [Rep.-D-CT-3]",Democratic,12/02/2021,117,CT
H.R. 6080,"Hill, J. French [Rep.-R-AR-2]",Republican,11/26/2021,117,AR
H.R. 6064,"Nehls, Troy E. [Rep.-R-TX-22]",Republican,11/19/2021,117,TX
H.R. 6042,"Mace, Nancy [Rep.-R-SC-1]",Republican,11/18/2021,117,SC
H.R. 6023,"Costa, Jim [Rep.-D-CA-16]",Democratic,11/18/2021,117,CA
H.R. 5973,"Dingell, Debbie [Rep.-D-MI-12]",Democratic,11/15/2021,117,MI
H.R. 5961,"Neguse, Joe [Rep.-D-CO-2]",Democratic,11/12/2021,117,CO
H.R. 5952,"Fischbach, Michelle [Rep.-R-MN-7]",Republican,11/12/2021,117,MN
H.R. 5943,"Timmons, William R. IV [Rep.-R-SC-4]",Republican,11/09/2021,117,SC
H.R. 5900,"Gomez, Jimmy [Rep.-D-CA-34]",Democratic,11/05/2021,117,CA
H.R. 5865,"Green, Al [Rep.-D-TX-9]",Democratic,11/04/2021,117,TX
H.R. 5809,"Calvert, Ken [Rep.-R-CA-42]",Republican,11/02/2021,117,CA
H.R. 5796,"Jeffries, Hakeem S. [Rep.-D-NY-8]",Democratic,11/01/2021,117,NY
H.R. 5794,"Doyle, Michael F. [Rep.-D-PA-18]",Democratic,11/01/2021,117,PA
H.R. 5763,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,10/28/2021,117,OR
H.R. 5754,"McClain, Lisa C. [Rep.-R-MI-10]",Republican,10/27/2021,117,MI
H.R. 5681,"Katko, John [Rep.-R-NY-24]",Republican,10/22/2021,117,NY
H.R. 5659,"Brownley, Julia [Rep.-D-CA-26]",Democratic,10/21/2021,117,CA
H.R. 5650,"Schweikert, David [Rep.-R-AZ-6]",Republican,10/20/2021,117,AZ
H.R. 5641,"Graves, Sam [Rep.-R-MO-6]",Republican,10/20/2021,117,MO
H.R. 5577,"Williams, Nikema [Rep.-D-GA-5]",Democratic,10/12/2021,117,GA
H.R. 5545,"Trone, David J. [Rep.-D-MD-6]",Democratic,10/08/2021,117,MD
H.R. 5481,"Foxx, Virginia [Rep.-R-NC-5]",Republican,10/05/2021,117,NC
H.R. 5434,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,09/30/2021,117,OR
H.R. 5376,"Yarmuth, John A. [Rep.-D-KY-3]",Democratic,09/27/2021,117,KY
H.R. 5349,"Clyburn, James E. [Rep.-D-SC-6]",Democratic,09/23/2021,117,SC
H.R. 5313,"Kelly, Robin L. [Rep.-D-IL-2]",Democratic,09/21/2021,117,IL
H.R. 5305,"DeLauro, Rosa L. [Rep.-D-CT-3]",Democratic,09/21/2021,117,CT
H.R. 5293,"Mrvan, Frank J. [Rep.-D-IN-1]",Democratic,09/20/2021,117,IN
H.R. 5271,"Cooper, Jim [Rep.-D-TN-5]",Democratic,09/17/2021,117,TN
H.R. 5142,"McClain, Lisa C. [Rep.-R-MI-10]",Republican,08/31/2021,117,MI
H.R. 5085,"Neal, Richard E. [Rep.-D-MA-1]",Democratic,08/24/2021,117,MA
H.R. 4981,"Trone, David J. [Rep.-D-MD-6]",Democratic,08/06/2021,117,MD
H.R. 4899,"Stauber, Pete [Rep.-R-MN-8]",Republican,07/30/2021,117,MN
H.R. 4881,"Grijalva, Raúl M. [Rep.-D-AZ-3]",Democratic,07/30/2021,117,AZ
H.R. 4877,"Delgado, Antonio [Rep.-D-NY-19]",Democratic,07/30/2021,117,NY
H.R. 4693,"McCaul, Michael T. [Rep.-R-TX-10]",Republican,07/26/2021,117,TX
H.R. 4660,"McKinley, David B. [Rep.-R-WV-1]",Republican,07/22/2021,117,WV
H.R. 4622,"Balderson, Troy [Rep.-R-OH-12]",Republican,07/22/2021,117,OH
H.R. 4591,"Mrvan, Frank J. [Rep.-D-IN-1]",Democratic,07/21/2021,117,IN
H.R. 4445,"Bustos, Cheri [Rep.-D-IL-17]",Democratic,07/16/2021,117,IL
H.R. 4426,"Payne, Donald M., Jr. [Rep.-D-NJ-10]",Democratic,07/13/2021,117,NJ
H.R. 4373,"Lee, Barbara [Rep.-D-CA-13]",Democratic,07/06/2021,117,CA
H.R. 4346,"Ryan, Tim [Rep.-D-OH-13]",Democratic,07/01/2021,117,OH
H.R. 4250,"Foxx, Virginia [Rep.-R-NC-5]",Republican,06/30/2021,117,NC
H.R. 4172,"Crow, Jason [Rep.-D-CO-6]",Democratic,06/25/2021,117,CO
H.R. 4168,"Bacon, Don [Rep.-R-NE-2]",Republican,06/25/2021,117,NE
H.R. 3919,"Scalise, Steve [Rep.-R-LA-1]",Republican,06/15/2021,117,LA
H.R. 3684,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,06/04/2021,117,OR
H.R. 3665,"Levin, Mike [Rep.-D-CA-49]",Democratic,06/01/2021,117,CA
H.R. 3642,"Suozzi, Thomas R. [Rep.-D-NY-3]",Democratic,05/28/2021,117,NY
H.R. 3613,"McClain, Lisa C. [Rep.-R-MI-10]",Republican,05/28/2021,117,MI
H.R. 3579,"Davis, Rodney [Rep.-R-IL-13]",Republican,05/28/2021,117,IL
H.R. 3539,"San Nicolas, Michael F. Q. [Del.-D-GU-00]",Democratic,05/25/2021,117,GU
H.R. 3537,"Quigley, Mike [Rep.-D-IL-5]",Democratic,05/25/2021,117,IL
H.R. 3525,"Meng, Grace [Rep.-D-NY-6]",Democratic,05/25/2021,117,NY
H.R. 3508,"Jacobs, Chris [Rep.-R-NY-27]",Republican,05/25/2021,117,NY
H.R. 3475,"Bishop, Sanford D., Jr. [Rep.-D-GA-2]",Democratic,05/25/2021,117,GA
H.R. 3462,"Crow, Jason [Rep.-D-CO-6]",Democratic,05/21/2021,117,CO
H.R. 3419,"Maloney, Carolyn B. [Rep.-D-NY-12]",Democratic,05/20/2021,117,NY
H.R. 3359,"Swalwell, Eric [Rep.-D-CA-15]",Democratic,05/19/2021,117,CA
H.R. 3325,"Pelosi, Nancy [Rep.-D-CA-12]",Democratic,05/19/2021,117,CA
H.R. 3285,"Pocan, Mark [Rep.-D-WI-2]",Democratic,05/17/2021,117,WI
H.R. 3237,"DeLauro, Rosa L. [Rep.-D-CT-3]",Democratic,05/14/2021,117,CT
H.R. 3210,"Neguse, Joe [Rep.-D-CO-2]",Democratic,05/13/2021,117,CO
H.R. 3197,"Johnson, Mike [Rep.-R-LA-4]",Republican,05/13/2021,117,LA
H.R. 3182,"Cárdenas, Tony [Rep.-D-CA-29]",Democratic,05/13/2021,117,CA
H.R. 3175,"Palazzo, Steven M. [Rep.-R-MS-4]",Republican,05/13/2021,117,MS
H.R. 3113,"Moore, Blake D. [Rep.-R-UT-1]",Republican,05/11/2021,117,UT
H.R. 3076,"Maloney, Carolyn B. [Rep.-D-NY-12]",Democratic,05/11/2021,117,NY
H.R. 2992,"Pascrell, Bill, Jr. [Rep.-D-NJ-9]",Democratic,05/04/2021,117,NJ
H.R. 2930,"Leger Fernandez, Teresa [Rep.-D-NM-3]",Democratic,04/30/2021,117,NM
H.R. 2911,"Bost, Mike [Rep.-R-IL-12]",Republican,04/30/2021,117,IL
H.R. 2724,"Delgado, Antonio [Rep.-D-NY-19]",Democratic,04/21/2021,117,NY
H.R. 2630,"Pappas, Chris [Rep.-D-NH-1]",Democratic,04/16/2021,117,NH
H.R. 2617,"Connolly, Gerald E. [Rep.-D-VA-11]",Democratic,04/16/2021,117,VA
H.R. 2545,"Wenstrup, Brad R. [Rep.-R-OH-2]",Republican,04/14/2021,117,OH
H.R. 2523,"Levin, Mike [Rep.-D-CA-49]",Democratic,04/14/2021,117,CA
H.R. 2497,"Neguse, Joe [Rep.-D-CO-2]",Democratic,04/14/2021,117,CO
H.R. 2473,"Johnson, Bill [Rep.-R-OH-6]",Republican,04/13/2021,117,OH
H.R. 2472,"Johnson, Bill [Rep.-R-OH-6]",Republican,04/13/2021,117,OH
H.R. 2471,"Jeffries, Hakeem S. [Rep.-D-NY-8]",Democratic,04/13/2021,117,NY
H.R. 2441,"Axne, Cynthia [Rep.-D-IA-3]",Democratic,04/12/2021,117,IA
H.R. 2324,"Lawson, Al, Jr. [Rep.-D-FL-5]",Democratic,04/01/2021,117,FL
H.R. 2278,"Connolly, Gerald E. [Rep.-D-VA-11]",Democratic,03/29/2021,117,VA
H.R. 2220,"Guest, Michael [Rep.-R-MS-3]",Republican,03/26/2021,117,MS
H.R. 2142,"Higgins, Brian [Rep.-D-NY-26]",Democratic,03/23/2021,117,NY
H.R. 2093,"Jeffries, Hakeem S. [Rep.-D-NY-8]",Democratic,03/19/2021,117,NY
H.R. 2044,"Mann, Tracey [Rep.-R-KS-1]",Republican,03/18/2021,117,KS
H.R. 1917,"Fletcher, Lizzie [Rep.-D-TX-7]",Democratic,03/16/2021,117,TX
H.R. 1899,"Griffith, H. Morgan [Rep.-R-VA-9]",Republican,03/16/2021,117,VA
H.R. 1868,"Yarmuth, John A. [Rep.-D-KY-3]",Democratic,03/12/2021,117,KY
H.R. 1842,"Meeks, Gregory W. [Rep.-D-NY-5]",Democratic,03/11/2021,117,NY
H.R. 1799,"Bourdeaux, Carolyn [Rep.-D-GA-7]",Democratic,03/11/2021,117,GA
H.R. 1766,"O'Halleran, Tom [Rep.-D-AZ-1]",Democratic,03/10/2021,117,AZ
H.R. 1667,"Wild, Susan [Rep.-D-PA-7]",Democratic,03/08/2021,117,PA
H.R. 1664,"Veasey, Marc A. [Rep.-D-TX-33]",Democratic,03/08/2021,117,TX
H.R. 1652,"Nadler, Jerrold [Rep.-D-NY-10]",Democratic,03/08/2021,117,NY
H.R. 1651,"Nadler, Jerrold [Rep.-D-NY-10]",Democratic,03/08/2021,117,NY
H.R. 1510,"McKinley, David B. [Rep.-R-WV-1]",Republican,03/02/2021,117,WV
H.R. 1448,"Stivers, Steve [Rep.-R-OH-15]",Republican,03/01/2021,117,OH
H.R. 1444,"Wexton, Jennifer [Rep.-D-VA-10]",Democratic,02/26/2021,117,VA
H.R. 1437,"Sherrill, Mikie [Rep.-D-NJ-11]",Democratic,02/26/2021,117,NJ
H.R. 1319,"Yarmuth, John A. [Rep.-D-KY-3]",Democratic,02/24/2021,117,KY
H.R. 1318,"Young, Don [Rep.-R-AK-00]",Republican,02/24/2021,117,AK
H.R. 1298,"Hern, Kevin [Rep.-R-OK-1]",Republican,02/24/2021,117,OK
H.R. 1281,"Bergman, Jack [Rep.-R-MI-1]",Republican,02/24/2021,117,MI
H.R. 1276,"Takano, Mark [Rep.-D-CA-41]",Democratic,02/24/2021,117,CA
H.R. 1193,"Barr, Andy [Rep.-R-KY-6]",Republican,02/22/2021,117,KY
H.R. 1192,"Velazquez, Nydia M. [Rep.-D-NY-7]",Democratic,02/22/2021,117,NY
H.R. 1170,"Porter, Katie [Rep.-D-CA-45]",Democratic,02/18/2021,117,CA
H.R. 1154,"McEachin, A. Donald [Rep.-D-VA-4]",Democratic,02/18/2021,117,VA
H.R. 1095,"Barragan, Nanette Diaz [Rep.-D-CA-44]",Democratic,02/18/2021,117,CA
H.R. 1082,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,02/15/2021,117,NJ
H.R. 1057,"Kaptur, Marcy [Rep.-D-OH-9]",Democratic,02/15/2021,117,OH
H.R. 1002,"Latta, Robert E. [Rep.-R-OH-5]",Republican,02/11/2021,117,OH
H.R. 960,"Wenstrup, Brad R. [Rep.-R-OH-2]",Republican,02/08/2021,117,OH
H.R. 941,"Matsui, Doris O. [Rep.-D-CA-6]",Democratic,02/08/2021,117,CA
H.R. 897,"Ruiz, Raul [Rep.-D-CA-36]",Democratic,02/05/2021,117,CA
H.R. 785,"DeSaulnier, Mark [Rep.-D-CA-11]",Democratic,02/03/2021,117,CA
H.R. 772,"Phillips, Dean [Rep.-D-MN-3]",Democratic,02/03/2021,117,MN
H.R. 767,"Maloney, Sean Patrick [Rep.-D-NY-18]",Democratic,02/03/2021,117,NY
H.R. 735,"Thompson, Mike [Rep.-D-CA-5]",Democratic,02/02/2021,117,CA
H.R. 711,"Lieu, Ted [Rep.-D-CA-33]",Democratic,02/02/2021,117,CA
H.R. 700,"Foster, Bill [Rep.-D-IL-11]",Democratic,02/02/2021,117,IL
H.R. 681,"Young, Don [Rep.-R-AK-00]",Republican,02/01/2021,117,AK
H.R. 680,"Kuster, Ann M. [Rep.-D-NH-2]",Democratic,02/01/2021,117,NH
H.R. 521,"Connolly, Gerald E. [Rep.-D-VA-11]",Democratic,01/28/2021,117,VA
H.R. 478,"O'Halleran, Tom [Rep.-D-AZ-1]",Democratic,01/25/2021,117,AZ
H.R. 468,"Graves, Sam [Rep.-R-MO-6]",Republican,01/25/2021,117,MO
H.R. 441,"Young, Don [Rep.-R-AK-00]",Republican,01/21/2021,117,AK
H.R. 390,"Cohen, Steve [Rep.-D-TN-9]",Democratic,01/21/2021,117,TN
H.R. 335,"Smith, Adam [Rep.-D-WA-9]",Democratic,01/15/2021,117,WA
H.R. 310,"Lynch, Stephen F. [Rep.-D-MA-8]",Democratic,01/13/2021,117,MA
H.R. 264,"Rice, Tom [Rep.-R-SC-7]",Republican,01/11/2021,117,SC
H.R. 263,"Quigley, Mike [Rep.-D-IL-5]",Democratic,01/11/2021,117,IL
H.R. 228,"LaMalfa, Doug [Rep.-R-CA-1]",Republican,01/06/2021,117,CA
H.R. 208,"Kelly, Trent [Rep.-R-MS-1]",Republican,01/05/2021,117,MS
H.R. 203,"Garcia, Sylvia R. [Rep.-D-TX-29]",Democratic,01/05/2021,117,TX
H.R. 189,"Barragan, Nanette Diaz [Rep.-D-CA-44]",Democratic,01/05/2021,117,CA
H.R. 92,"Duncan, Jeff [Rep.-R-SC-3]",Republican,01/04/2021,117,SC
H.R. 91,"Duncan, Jeff [Rep.-R-SC-3]",Republican,01/04/2021,117,SC
H.R. 55,"Rush, Bobby L. [Rep.-D-IL-1]",Democratic,01/04/2021,117,IL
H.R. 49,"Soto, Darren [Rep.-D-FL-9]",Democratic,01/04/2021,117,FL
H.R. 26,"Comer, James [Rep.-R-KY-1]",Republican,01/04/2021,117,KY
H.J.Res. 100,"Payne, Donald M., Jr. [Rep.-D-NJ-10]",Democratic,11/29/2022,117,NJ
H.J.Res. 75,"DeLauro, Rosa L. [Rep.-D-CT-3]",Democratic,03/08/2022,117,CT
H.J.Res. 27,"Matsui, Doris O. [Rep.-D-CA-6]",Democratic,02/25/2021,117,CA
S. 5329,"Blumenthal, Richard [Sen.-D-CT-00]",Democratic,12/20/2022,117,CT
S. 5328,"Cortez Masto, Catherine [Sen.-D-NV-00]",Democratic,12/20/2022,117,NV
S. 5230,"Murphy, Christopher [Sen.-D-CT-00]",Democratic,12/08/2022,117,CT
S. 5229,"Cardin, Benjamin L. [Sen.-D-MD-00]",Democratic,12/08/2022,117,MD
S. 5168,"Padilla, Alex [Sen.-D-CA-00]",Democratic,12/01/2022,117,CA
S. 5087,"Murkowski, Lisa [Sen.-R-AK-00]",Republican,11/15/2022,117,AK
S. 5066,"Murkowski, Lisa [Sen.-R-AK-00]",Republican,09/29/2022,117,AK
S. 5060,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,09/29/2022,117,MN
S. 5016,"Murkowski, Lisa [Sen.-R-AK-00]",Republican,09/29/2022,117,AK
S. 4978,"Barrasso, John [Sen.-R-WY-00]",Republican,09/28/2022,117,WY
S. 4949,"Tester, Jon [Sen.-D-MT-00]",Democratic,09/27/2022,117,MT
S. 4926,"Cornyn, John [Sen.-R-TX-00]",Republican,09/22/2022,117,TX
S. 4900,"Cardin, Benjamin L. [Sen.-D-MD-00]",Democratic,09/20/2022,117,MD
S. 4834,"Cornyn, John [Sen.-R-TX-00]",Republican,09/13/2022,117,TX
S. 4791,"Blunt, Roy [Sen.-R-MO-00]",Republican,09/06/2022,117,MO
S. 4785,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,08/06/2022,117,MN
S. 4524,"Gillibrand, Kirsten E. [Sen.-D-NY-00]",Democratic,07/13/2022,117,NY
S. 4458,"Tester, Jon [Sen.-D-MT-00]",Democratic,06/23/2022,117,MT
S. 4439,"Padilla, Alex [Sen.-D-CA-00]",Democratic,06/22/2022,117,CA
S. 4411,"Cruz, Ted [Sen.-R-TX-00]",Republican,06/15/2022,117,TX
S. 4359,"Ossoff, Jon [Sen.-D-GA-00]",Democratic,06/08/2022,117,GA
S. 4240,"Grassley, Chuck [Sen.-R-IA-00]",Republican,05/18/2022,117,IA
S. 4205,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,05/12/2022,117,MI
S. 4160,"Cornyn, John [Sen.-R-TX-00]",Republican,05/05/2022,117,TX
S. 4120,"Reed, Jack [Sen.-D-RI-00]",Democratic,04/28/2022,117,RI
S. 4119,"Lee, Mike [Sen.-R-UT-00]",Republican,04/28/2022,117,UT
S. 4104,"Sinema, Kyrsten [Sen.-D-AZ-00]",Democratic,04/28/2022,117,AZ
S. 4089,"Durbin, Richard J. [Sen.-D-IL-00]",Democratic,04/26/2022,117,IL
S. 4052,"Portman, Rob [Sen.-R-OH-00]",Republican,04/07/2022,117,OH
S. 4017,"Blackburn, Marsha [Sen.-R-TN-00]",Republican,04/06/2022,117,TN
S. 4003,"Cornyn, John [Sen.-R-TX-00]",Republican,04/05/2022,117,TX
S. 3969,"Luján, Ben Ray [Sen.-D-NM-00]",Democratic,03/30/2022,117,NM
S. 3949,"Grassley, Chuck [Sen.-R-IA-00]",Republican,03/29/2022,117,IA
S. 3946,"Cornyn, John [Sen.-R-TX-00]",Republican,03/29/2022,117,TX
S. 3905,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,03/23/2022,117,MI
S. 3895,"Rubio, Marco [Sen.-R-FL-00]",Republican,03/22/2022,117,FL
S. 3884,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,03/21/2022,117,MI
S. 3875,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,03/17/2022,117,MI
S. 3846,"Cornyn, John [Sen.-R-TX-00]",Republican,03/16/2022,117,TX
S. 3826,"Cornyn, John [Sen.-R-TX-00]",Republican,03/14/2022,117,TX
S. 3825,"Cornyn, John [Sen.-R-TX-00]",Republican,03/14/2022,117,TX
S. 3823,"Grassley, Chuck [Sen.-R-IA-00]",Republican,03/14/2022,117,IA
S. 3773,"Cantwell, Maria [Sen.-D-WA-00]",Democratic,03/08/2022,117,WA
S. 3706,"Crapo, Mike [Sen.-R-ID-00]",Republican,02/17/2022,117,ID
S. 3662,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,02/16/2022,117,MI
S. 3655,"Ossoff, Jon [Sen.-D-GA-00]",Democratic,02/16/2022,117,GA
S. 3580,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,02/03/2022,117,MN
S. 3527,"Tester, Jon [Sen.-D-MT-00]",Democratic,01/19/2022,117,MT
S. 3522,"Cornyn, John [Sen.-R-TX-00]",Republican,01/19/2022,117,TX
S. 3519,"Boozman, John [Sen.-R-AR-00]",Republican,01/19/2022,117,AR
S. 3510,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,01/13/2022,117,MI
S. 3499,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,01/13/2022,117,MI
S. 3470,"Lankford, James [Sen.-R-OK-00]",Republican,01/11/2022,117,OK
S. 3451,"Hagerty, Bill [Sen.-R-TN-00]",Republican,01/10/2022,117,TN
S. 3405,"Blunt, Roy [Sen.-R-MO-00]",Republican,12/15/2021,117,MO
S. 3377,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,12/13/2021,117,MN
S. 3373,"Kaine, Tim [Sen.-D-VA-00]",Democratic,12/09/2021,117,VA
S. 3369,"Warnock, Raphael G. [Sen.-D-GA-00]",Democratic,12/09/2021,117,GA
S. 3308,"Kelly, Mark [Sen.-D-AZ-00]",Democratic,12/02/2021,117,AZ
S. 3294,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,12/01/2021,117,MN
S. 3168,"Kelly, Mark [Sen.-D-AZ-00]",Democratic,11/04/2021,117,AZ
S. 3157,"Klobuchar, Amy [Sen.-D-MN-00]",Democratic,11/03/2021,117,MN
S. 3115,"Sullivan, Dan [Sen.-R-AK-00]",Republican,10/28/2021,117,AK
S. 3103,"Durbin, Richard J. [Sen.-D-IL-00]",Democratic,10/28/2021,117,IL
S. 3092,"Padilla, Alex [Sen.-D-CA-00]",Democratic,10/27/2021,117,CA
S. 3059,"Cornyn, John [Sen.-R-TX-00]",Republican,10/25/2021,117,TX
S. 2991,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,10/18/2021,117,MI
S. 2959,"Thune, John [Sen.-R-SD-00]",Republican,10/07/2021,117,SD
S. 2938,"Rubio, Marco [Sen.-R-FL-00]",Republican,10/05/2021,117,FL
S. 2899,"Ossoff, Jon [Sen.-D-GA-00]",Democratic,09/29/2021,117,GA
S. 2834,"Durbin, Richard J. [Sen.-D-IL-00]",Democratic,09/23/2021,117,IL
S. 2796,"Ossoff, Jon [Sen.-D-GA-00]",Democratic,09/22/2021,117,GA
S. 2794,"Tuberville, Tommy [Sen.-R-AL-00]",Republican,09/22/2021,117,AL
S. 2771,"Cornyn, John [Sen.-R-TX-00]",Republican,09/21/2021,117,TX
S. 2687,"Tester, Jon [Sen.-D-MT-00]",Democratic,08/10/2021,117,MT
S. 2629,"Schatz, Brian [Sen.-D-HI-00]",Democratic,08/05/2021,117,HI
S. 2607,"Padilla, Alex [Sen.-D-CA-00]",Democratic,08/04/2021,117,CA
S. 2551,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,07/29/2021,117,MI
S. 2533,"Tester, Jon [Sen.-D-MT-00]",Democratic,07/29/2021,117,MT
S. 2520,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,07/28/2021,117,MI
S. 2514,"Lee, Mike [Sen.-R-UT-00]",Republican,07/28/2021,117,UT
S. 2490,"Cornyn, John [Sen.-R-TX-00]",Republican,07/27/2021,117,TX
S. 2333,"Cantwell, Maria [Sen.-D-WA-00]",Democratic,07/13/2021,117,WA
S. 2293,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,06/24/2021,117,MI
S. 2201,"Peters, Gary C. [Sen.-D-MI-00]",Democratic,06/23/2021,117,MI
S. 2159,"Rubio, Marco [Sen.-R-FL-00]",Republican,06/22/2021,117,FL
S. 2126,"Lummis, Cynthia M. [Sen.-R-WY-00]",Republican,06/17/2021,117,WY
S. 2102,"Boozman, John [Sen.-R-AR-00]",Republican,06/17/2021,117,AR
